student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history
STU15587,24,Male,Maharashtra,1,3,Computer Science,MCA,6.26,0
STU15588,24,Male,Gujarat,2,3,Civil,BTech,7.26,3
STU15589,22,Male,Gujarat,2,3,Information Technology,BTech,8.04,0
STU15590,22,Male,Telangana,2,3,Civil,BTech,6.08,1
STU15591,22,Male,Tamil Nadu,3,2,Electronics,MCA,7.75,0
STU15592,21,Male,Maharashtra,3,3,Mechanical,MCA,8.06,0
STU15593,25,Male,West Bengal,2,3,Information Technology,BE,8.39,0
STU15594,20,Female,Karnataka,1,1,Information Technology,BTech,8.22,1
STU15595,21,Male,Karnataka,3,3,Mechanical,BTech,6.82,1
STU15596,24,Male,Maharashtra,1,2,AI & DS,MCA,8.35,1
STU15597,21,Female,West Bengal,2,2,Information Technology,MCA,6.59,1
STU15598,21,Male,Gujarat,2,2,Civil,BE,8.02,2
STU15599,25,Male,Gujarat,2,2,Electronics,BTech,8.08,1
STU15600,22,Male,Maharashtra,3,3,Electronics,BTech,6.08,0
STU15601,21,Female,Maharashtra,2,3,AI & DS,BE,5.48,0
STU15602,24,Male,Karnataka,2,2,AI & DS,MCA,7.92,0
STU15603,23,Male,Uttar Pradesh,3,2,Information Technology,MCA,7.53,1
STU15604,21,Male,Maharashtra,1,3,Computer Science,BTech,7.43,0
STU15605,22,Male,Tamil Nadu,2,3,AI & DS,BE,8.09,0
STU15606,21,Male,Telangana,2,2,Computer Science,BTech,7.79,0
STU15607,24,Male,West Bengal,3,2,Computer Science,MCA,7.04,1
STU15608,25,Male,Maharashtra,3,2,AI & DS,BTech,9.16,0
STU15609,20,Female,Maharashtra,3,2,Computer Science,MCA,7.85,0
STU15610,23,Other,Maharashtra,1,2,Computer Science,BTech,7.14,1
STU15611,25,Female,Tamil Nadu,1,2,Civil,BTech,7.14,0
STU15612,21,Male,West Bengal,1,2,Civil,BTech,6.4,0
STU15613,20,Male,Karnataka,1,3,Mechanical,MCA,8.11,1
STU15614,22,Male,Telangana,1,3,Electronics,BTech,7.88,0
STU15615,20,Male,Gujarat,2,3,Information Technology,MCA,7.5,0
STU15616,21,Male,Delhi,3,1,Civil,BE,8.29,0
STU15617,22,Male,Karnataka,3,2,Electronics,MCA,8.24,1
STU15618,25,Male,Maharashtra,2,3,Electronics,MCA,6.49,0
STU15619,23,Male,Delhi,1,1,Mechanical,BTech,8.45,0
STU15620,24,Male,West Bengal,1,2,Electronics,BE,6.62,0
STU15621,21,Male,Tamil Nadu,1,3,Electronics,BTech,7.65,0
STU15622,21,Female,Maharashtra,2,2,Electronics,BE,8.48,1
STU15623,24,Female,Gujarat,1,2,Information Technology,BTech,6.49,0
STU15624,22,Male,Karnataka,2,2,AI & DS,BE,7.87,2
STU15625,25,Female,Karnataka,2,3,Mechanical,MCA,8.44,0
STU15626,20,Female,Maharashtra,3,2,AI & DS,BE,7.7,0
STU15627,23,Female,Delhi,1,2,Computer Science,BTech,8.45,2
STU15628,25,Female,Delhi,2,2,Electronics,BTech,8.35,1
STU15629,21,Female,Gujarat,2,3,Information Technology,BTech,6.19,0
STU15630,25,Male,Gujarat,3,3,Computer Science,BE,7.04,0
STU15631,20,Female,Gujarat,1,2,Information Technology,MCA,7.97,1
STU15632,23,Male,Karnataka,1,3,AI & DS,BE,7.79,1
STU15633,24,Male,Maharashtra,2,3,Electronics,BTech,7.45,1
STU15634,22,Female,Telangana,1,2,AI & DS,BE,7.57,0
STU15635,20,Male,West Bengal,1,3,Mechanical,MCA,5.79,0
STU15636,20,Female,Karnataka,2,3,Mechanical,BTech,7.71,2
STU15637,21,Female,Karnataka,3,3,AI & DS,BTech,7.65,0
STU15638,22,Female,Delhi,2,1,AI & DS,BE,7.17,0
STU15639,24,Female,Karnataka,2,3,Mechanical,MCA,6.84,1
STU15640,20,Female,Telangana,2,3,Civil,BTech,7.18,2
STU15641,25,Female,Gujarat,2,2,AI & DS,MCA,6.73,0
STU15642,22,Male,Telangana,2,3,Electronics,MCA,7.45,2
STU15643,24,Male,Tamil Nadu,3,2,Computer Science,MCA,6.69,2
STU15644,24,Male,Maharashtra,1,3,Mechanical,MCA,8.36,0
STU15645,24,Female,Uttar Pradesh,3,3,Computer Science,BTech,7.77,0
STU15646,25,Female,West Bengal,1,3,Mechanical,BTech,7.67,0
STU15647,23,Male,Uttar Pradesh,2,2,AI & DS,BTech,7.59,0
STU15648,21,Male,Gujarat,2,1,Information Technology,BTech,7.66,0
STU15649,20,Male,Telangana,1,2,Civil,MCA,8.67,0
STU15650,25,Female,Uttar Pradesh,1,3,AI & DS,BTech,7.03,1
STU15651,25,Female,Telangana,2,2,Civil,BTech,7.99,0
STU15652,20,Female,Delhi,2,3,Civil,MCA,6.91,2
STU15653,24,Male,Delhi,2,2,Computer Science,BTech,7.25,1
STU15654,25,Female,Gujarat,3,3,AI & DS,MCA,5.99,0
STU15655,20,Male,Karnataka,2,1,Mechanical,BE,9.34,0
STU15656,23,Female,Tamil Nadu,3,2,AI & DS,BE,8.02,0
STU15657,23,Male,West Bengal,1,3,AI & DS,BTech,8.08,0
STU15658,23,Female,West Bengal,2,2,Information Technology,BE,6.27,2
STU15659,25,Male,Tamil Nadu,1,3,Electronics,MCA,8.29,0
STU15660,23,Female,Uttar Pradesh,3,2,Computer Science,BTech,8.44,0
STU15661,21,Other,Karnataka,2,2,Computer Science,BE,6.75,0
STU15662,20,Female,West Bengal,3,2,Electronics,MCA,8.0,0
STU15663,25,Male,Gujarat,2,3,AI & DS,MCA,7.88,0
STU15664,20,Male,Telangana,2,2,Computer Science,MCA,7.66,0
STU15665,25,Male,Karnataka,2,2,Computer Science,MCA,8.56,0
STU15666,24,Male,Maharashtra,3,3,Mechanical,MCA,7.06,0
STU15667,24,Female,West Bengal,2,3,Computer Science,BTech,7.5,1
STU15668,21,Male,West Bengal,2,3,Computer Science,BTech,7.65,1
STU15669,22,Male,Delhi,3,2,Computer Science,BTech,6.88,0
STU15670,22,Other,Tamil Nadu,1,3,AI & DS,BE,6.97,1
STU15671,20,Female,Delhi,2,3,Mechanical,BE,7.2,0
STU15672,22,Female,Delhi,2,3,Information Technology,MCA,8.01,1
STU15673,24,Female,Karnataka,3,2,Electronics,MCA,7.76,0
STU15674,22,Male,Maharashtra,3,1,Mechanical,MCA,7.42,0
STU15675,22,Female,Karnataka,1,3,Electronics,BTech,6.61,0
STU15676,23,Male,Telangana,1,1,AI & DS,BTech,9.17,0
STU15677,21,Male,Uttar Pradesh,2,2,AI & DS,BTech,9.44,1
STU15678,23,Male,Uttar Pradesh,2,3,Electronics,BE,6.13,1
STU15679,24,Male,Tamil Nadu,3,3,Information Technology,BTech,7.33,1
STU15680,22,Other,Maharashtra,3,3,Electronics,MCA,6.59,0
STU15681,22,Female,Tamil Nadu,2,2,Information Technology,BE,6.75,3
STU15682,20,Female,Delhi,1,2,Computer Science,BTech,8.25,0
STU15683,25,Female,Uttar Pradesh,3,2,Mechanical,BE,8.15,0
STU15684,25,Male,Gujarat,2,2,Computer Science,MCA,7.2,0
STU15685,21,Male,Karnataka,1,2,Mechanical,BTech,7.43,2
STU15686,22,Male,Karnataka,3,3,Mechanical,MCA,5.6,1
STU15687,20,Male,Uttar Pradesh,2,1,AI & DS,BTech,7.61,0
STU15688,21,Male,Maharashtra,2,2,AI & DS,BTech,8.23,2
STU15689,22,Male,Karnataka,3,2,Electronics,BE,9.3,1
STU15690,20,Female,Gujarat,3,2,AI & DS,BTech,7.64,1
STU15691,23,Male,Karnataka,3,3,Computer Science,BTech,7.35,2
STU15692,25,Male,West Bengal,1,3,Computer Science,BTech,7.1,0
STU15693,21,Male,Gujarat,2,1,Information Technology,MCA,8.04,0
STU15694,20,Male,Tamil Nadu,2,2,Electronics,BE,9.24,0
STU15695,20,Male,Tamil Nadu,3,2,Civil,BTech,8.62,3
STU15696,21,Male,Delhi,2,3,AI & DS,BTech,7.62,2
STU15697,23,Female,Gujarat,1,3,Computer Science,MCA,7.89,0
STU15698,23,Other,Uttar Pradesh,2,2,AI & DS,MCA,8.27,1
STU15699,24,Male,Karnataka,2,2,Electronics,MCA,6.69,2
STU15700,24,Male,Uttar Pradesh,3,2,Mechanical,BE,7.24,0
STU15701,20,Male,Maharashtra,1,3,AI & DS,MCA,8.11,3
STU15702,22,Male,West Bengal,3,2,Electronics,MCA,7.45,0
STU15703,24,Male,Uttar Pradesh,2,1,Computer Science,BTech,8.73,2
STU15704,23,Female,Tamil Nadu,2,2,Information Technology,BTech,5.96,0
STU15705,22,Female,Maharashtra,2,3,AI & DS,BE,8.17,1
STU15706,25,Male,Tamil Nadu,3,2,Mechanical,BTech,7.47,2
STU15707,20,Male,Karnataka,2,2,AI & DS,BTech,7.17,0
STU15708,20,Male,Karnataka,3,2,Electronics,MCA,7.05,0
STU15709,20,Male,Karnataka,1,1,Computer Science,BTech,7.25,0
STU15710,21,Male,Telangana,2,2,Mechanical,MCA,5.63,0
STU15711,25,Male,Delhi,1,2,Information Technology,MCA,6.07,0
STU15712,23,Other,Telangana,2,1,Computer Science,BTech,8.92,1
STU15713,25,Female,West Bengal,1,3,Mechanical,MCA,8.03,0
STU15714,23,Female,Telangana,2,3,Electronics,MCA,6.36,0
STU15715,23,Male,Delhi,2,2,Computer Science,BTech,7.48,0
STU15716,20,Female,Uttar Pradesh,3,3,Civil,BE,8.15,0
STU15717,22,Male,Gujarat,2,3,Civil,MCA,8.52,2
STU15718,21,Female,West Bengal,2,1,AI & DS,BE,6.83,1
STU15719,22,Female,West Bengal,3,2,Civil,MCA,6.54,0
STU15720,23,Male,Maharashtra,2,2,Computer Science,MCA,7.81,2
STU15721,25,Male,Telangana,2,3,Computer Science,MCA,8.06,0
STU15722,23,Male,Gujarat,2,2,Electronics,BTech,7.41,2
STU15723,22,Male,Maharashtra,3,3,Information Technology,BTech,6.92,0
STU15724,22,Male,Karnataka,2,2,Information Technology,MCA,8.21,0
STU15725,22,Female,Delhi,2,2,Information Technology,MCA,7.98,0
STU15726,24,Female,Maharashtra,2,2,Computer Science,BTech,6.38,0
STU15727,21,Male,Gujarat,2,1,Mechanical,BE,9.11,0
STU15728,20,Male,Gujarat,2,3,Information Technology,BE,7.64,0
STU15729,20,Female,Karnataka,2,3,Civil,MCA,6.83,3
STU15730,23,Female,Telangana,2,2,Mechanical,BE,8.67,3
STU15731,23,Female,Uttar Pradesh,2,3,Information Technology,BE,5.46,0
STU15732,21,Female,Maharashtra,3,3,Mechanical,MCA,7.38,0
STU15733,24,Male,Uttar Pradesh,1,2,Civil,MCA,7.6,1
STU15734,25,Male,Maharashtra,2,2,Electronics,BTech,7.02,0
STU15735,25,Male,Delhi,3,2,Computer Science,MCA,7.94,0
STU15736,21,Male,Maharashtra,3,3,Mechanical,BTech,6.76,0
STU15737,25,Female,Maharashtra,2,2,Mechanical,BTech,8.63,1
STU15738,24,Male,Maharashtra,3,3,Mechanical,BTech,7.71,0
STU15739,24,Female,Telangana,1,3,Computer Science,BTech,7.1,0
STU15740,24,Female,Delhi,3,3,AI & DS,BTech,6.8,2
STU15741,24,Male,Delhi,2,1,AI & DS,MCA,7.8,2
STU15742,24,Female,Karnataka,3,3,Electronics,MCA,7.46,0
STU15743,23,Male,Uttar Pradesh,2,2,AI & DS,MCA,8.86,0
STU15744,20,Other,Karnataka,3,2,AI & DS,MCA,7.35,0
STU15745,20,Male,Karnataka,1,3,Civil,MCA,7.31,0
STU15746,21,Male,Tamil Nadu,1,3,Computer Science,MCA,7.41,0
STU15747,25,Male,Gujarat,1,3,AI & DS,BTech,7.32,1
STU15748,25,Male,Delhi,2,3,Electronics,MCA,9.98,3
STU15749,25,Male,Karnataka,2,3,Mechanical,MCA,7.59,1
STU15750,24,Male,Telangana,3,3,Computer Science,BE,7.27,0
STU15751,24,Male,Uttar Pradesh,1,3,Civil,MCA,7.86,0
STU15752,24,Male,West Bengal,2,3,Mechanical,MCA,6.59,0
STU15753,20,Female,Maharashtra,3,3,Computer Science,MCA,6.92,0
STU15754,23,Male,West Bengal,2,2,AI & DS,MCA,8.43,0
STU15755,23,Male,Karnataka,3,2,Information Technology,MCA,8.3,0
STU15756,25,Male,West Bengal,2,2,Computer Science,MCA,8.21,0
STU15757,21,Male,Uttar Pradesh,2,2,Civil,BE,7.38,1
STU15758,22,Female,West Bengal,3,2,Civil,BE,5.99,0
STU15759,20,Female,Tamil Nadu,2,3,Mechanical,MCA,7.18,1
STU15760,25,Other,Delhi,3,2,AI & DS,BE,6.73,0
STU15761,21,Female,Gujarat,2,3,AI & DS,BTech,6.58,1
STU15762,21,Male,Gujarat,2,1,Electronics,BTech,8.42,0
STU15763,23,Male,Karnataka,1,3,Electronics,MCA,7.89,0
STU15764,23,Male,Uttar Pradesh,1,2,AI & DS,BE,7.13,0
STU15765,21,Male,Gujarat,2,1,Computer Science,BTech,7.24,0
STU15766,21,Male,Tamil Nadu,1,2,Civil,MCA,7.28,0
STU15767,21,Male,West Bengal,2,2,Civil,MCA,8.53,0
STU15768,21,Male,Uttar Pradesh,1,3,Information Technology,BTech,7.75,0
STU15769,25,Female,Telangana,3,3,Civil,MCA,7.5,0
STU15770,25,Male,Karnataka,2,2,Electronics,BE,8.16,0
STU15771,25,Male,Tamil Nadu,3,3,Computer Science,MCA,6.3,0
STU15772,23,Male,Tamil Nadu,3,2,Information Technology,MCA,6.68,0
STU15773,21,Male,West Bengal,2,3,Information Technology,MCA,7.6,2
STU15774,24,Male,Uttar Pradesh,2,2,Computer Science,BTech,6.99,0
STU15775,23,Male,Gujarat,2,3,Electronics,BTech,6.04,0
STU15776,22,Male,Tamil Nadu,1,2,AI & DS,MCA,6.56,3
STU15777,25,Male,West Bengal,1,3,AI & DS,MCA,7.71,0
STU15778,21,Female,Gujarat,3,1,AI & DS,BTech,8.08,2
STU15779,20,Female,Uttar Pradesh,3,3,Information Technology,MCA,7.1,1
STU15780,20,Male,Gujarat,3,3,Computer Science,MCA,9.26,3
STU15781,23,Female,Uttar Pradesh,3,2,AI & DS,BTech,9.07,0
STU15782,25,Female,Tamil Nadu,3,2,Civil,BE,8.14,0
STU15783,24,Male,Delhi,2,3,Electronics,MCA,8.02,0
STU15784,25,Female,Telangana,2,2,Information Technology,BE,8.13,0
STU15785,24,Male,Maharashtra,2,2,Mechanical,MCA,7.22,2
STU15786,20,Male,West Bengal,3,2,Civil,MCA,9.18,0
STU15787,21,Female,Karnataka,3,3,Civil,BE,8.52,0
STU15788,22,Male,Gujarat,1,3,Mechanical,MCA,6.11,2
STU15789,25,Female,West Bengal,3,1,Mechanical,BE,6.86,1
STU15790,21,Male,Uttar Pradesh,2,2,Information Technology,MCA,6.73,0
STU15791,22,Male,Gujarat,1,2,AI & DS,BTech,7.59,1
STU15792,21,Male,Tamil Nadu,3,2,Civil,BTech,7.26,1
STU15793,24,Female,Delhi,3,2,Civil,BE,7.12,0
STU15794,23,Male,Gujarat,3,2,Civil,BTech,6.63,1
STU15795,23,Female,West Bengal,2,3,Information Technology,BTech,6.04,0
STU15796,20,Female,Tamil Nadu,2,3,Information Technology,BE,8.67,0
STU15797,21,Male,Uttar Pradesh,1,3,AI & DS,MCA,5.44,1
STU15798,25,Male,Maharashtra,2,3,AI & DS,BTech,7.1,0
STU15799,20,Male,Maharashtra,2,2,Civil,BTech,6.95,1
STU15800,20,Female,West Bengal,3,3,Information Technology,BTech,6.44,0
STU15801,20,Female,West Bengal,2,3,Civil,MCA,7.35,0
STU15802,25,Female,West Bengal,3,3,Information Technology,BTech,6.64,2
STU15803,24,Female,Karnataka,2,3,Electronics,BTech,8.55,0
STU15804,25,Male,Tamil Nadu,1,3,Civil,BE,6.69,0
STU15805,20,Male,Tamil Nadu,2,2,Information Technology,MCA,6.99,0
STU15806,24,Male,Gujarat,2,2,Information Technology,BTech,7.39,0
STU15807,23,Male,Telangana,2,2,Computer Science,BE,8.97,1
STU15808,20,Male,West Bengal,2,2,AI & DS,MCA,8.64,0
STU15809,25,Female,West Bengal,3,2,Electronics,BE,7.28,0
STU15810,22,Female,Karnataka,3,3,Civil,BTech,6.42,0
STU15811,23,Male,Uttar Pradesh,3,3,AI & DS,BTech,7.05,0
STU15812,23,Female,Karnataka,2,2,Information Technology,MCA,7.96,0
STU15813,25,Female,Karnataka,2,1,Electronics,BTech,8.19,0
STU15814,22,Other,Karnataka,3,3,Computer Science,BE,6.15,1
STU15815,24,Female,Delhi,1,3,Information Technology,BE,7.73,1
STU15816,23,Male,Maharashtra,1,2,Computer Science,BE,6.92,1
STU15817,25,Male,Delhi,1,3,Computer Science,MCA,6.82,0
STU15818,25,Female,West Bengal,1,3,Mechanical,BTech,6.91,0
STU15819,23,Male,Uttar Pradesh,1,3,Civil,BTech,6.34,0
STU15820,24,Female,West Bengal,3,3,Mechanical,BTech,6.6,2
STU15821,22,Male,Gujarat,2,2,AI & DS,MCA,7.44,0
STU15822,25,Male,Gujarat,3,2,Electronics,BTech,7.62,0
STU15823,24,Male,Uttar Pradesh,1,3,Civil,BE,6.65,1
STU15824,23,Other,Maharashtra,3,3,AI & DS,BE,8.22,0
STU15825,21,Female,Maharashtra,3,3,Electronics,BTech,7.34,0
STU15826,21,Male,Delhi,1,3,Computer Science,BTech,6.43,0
STU15827,24,Female,Maharashtra,2,1,Information Technology,BE,7.55,0
STU15828,24,Male,Maharashtra,2,3,Information Technology,MCA,7.0,0
STU15829,24,Male,Delhi,2,3,Civil,BE,6.03,0
STU15830,20,Female,Maharashtra,2,1,Mechanical,MCA,7.25,0
STU15831,23,Male,Karnataka,3,3,Mechanical,BTech,6.72,0
STU15832,22,Female,Delhi,2,2,AI & DS,BTech,9.13,1
STU15833,22,Male,Maharashtra,3,1,Civil,BE,7.59,0
STU15834,23,Male,Karnataka,2,2,Information Technology,BTech,8.93,0
STU15835,24,Female,West Bengal,3,2,Information Technology,BTech,7.23,0
STU15836,24,Male,Delhi,3,1,Electronics,MCA,7.63,3
STU15837,22,Female,Telangana,2,2,Computer Science,BTech,8.12,0
STU15838,23,Male,West Bengal,1,1,Mechanical,BTech,7.92,0
STU15839,25,Female,Telangana,2,3,Civil,MCA,6.75,0
STU15840,24,Female,Karnataka,1,2,AI & DS,BTech,7.62,1
STU15841,20,Male,Telangana,3,1,Civil,MCA,9.0,0
STU15842,24,Male,Gujarat,3,3,Civil,BTech,6.75,0
STU15843,21,Female,Telangana,3,3,Mechanical,BE,7.06,0
STU15844,24,Male,Tamil Nadu,3,2,Information Technology,MCA,6.47,0
STU15845,22,Female,Karnataka,2,3,Information Technology,MCA,7.84,0
STU15846,22,Male,Gujarat,2,3,Civil,MCA,7.53,0
STU15847,21,Male,Tamil Nadu,2,2,Electronics,BE,7.17,0
STU15848,22,Female,Maharashtra,2,2,Civil,MCA,7.66,0
STU15849,22,Female,Delhi,1,1,Electronics,BE,7.83,1
STU15850,20,Female,Telangana,1,3,Electronics,BTech,6.41,0
STU15851,24,Female,Tamil Nadu,2,3,Civil,BTech,8.26,1
STU15852,24,Male,West Bengal,3,2,Computer Science,BE,8.4,1
STU15853,24,Male,Uttar Pradesh,3,3,Civil,BE,6.62,0
STU15854,20,Male,Uttar Pradesh,1,2,Civil,BE,7.74,0
STU15855,22,Male,Maharashtra,3,3,Information Technology,MCA,7.1,0
STU15856,24,Male,Tamil Nadu,1,3,Computer Science,BTech,5.73,1
STU15857,21,Female,Tamil Nadu,2,2,Information Technology,MCA,7.38,1
STU15858,21,Male,Gujarat,2,3,Civil,MCA,7.1,0
STU15859,25,Male,Uttar Pradesh,2,3,Civil,MCA,7.69,0
STU15860,21,Male,Telangana,2,3,Computer Science,MCA,8.51,0
STU15861,22,Male,West Bengal,2,1,AI & DS,MCA,7.66,0
STU15862,20,Male,West Bengal,1,3,AI & DS,BE,6.1,1
STU15863,24,Female,Karnataka,1,2,Electronics,BE,7.91,0
STU15864,25,Female,Karnataka,3,3,Computer Science,BE,6.41,0
STU15865,25,Male,Tamil Nadu,3,1,Mechanical,BTech,8.07,0
STU15866,22,Female,Gujarat,1,3,Electronics,MCA,7.1,2
STU15867,21,Male,Karnataka,1,2,AI & DS,BE,7.1,0
STU15868,23,Male,Gujarat,3,3,Computer Science,BE,6.87,0
STU15869,22,Male,Uttar Pradesh,3,3,Civil,BTech,5.29,0
STU15870,21,Female,Telangana,2,1,Mechanical,BE,8.07,0
STU15871,21,Male,Delhi,2,2,Electronics,BE,7.7,0
STU15872,20,Female,Telangana,1,2,Electronics,BTech,9.13,1
STU15873,23,Male,Gujarat,2,3,Computer Science,BTech,8.26,1
STU15874,22,Female,Karnataka,1,3,Electronics,BE,8.93,1
STU15875,20,Male,Delhi,3,1,Electronics,BE,8.67,0
STU15876,20,Female,West Bengal,1,3,Information Technology,BE,7.96,1
STU15877,21,Male,Delhi,2,2,Electronics,BE,6.96,1
STU15878,20,Male,Tamil Nadu,1,3,Mechanical,BTech,6.17,0
STU15879,24,Male,Maharashtra,2,1,Computer Science,BTech,8.08,0
STU15880,21,Female,West Bengal,3,2,Information Technology,MCA,7.94,0
STU15881,24,Female,Tamil Nadu,2,3,Civil,BE,5.85,0
STU15882,25,Female,Tamil Nadu,3,3,Civil,BE,7.52,0
STU15883,21,Male,Maharashtra,2,2,Mechanical,BTech,8.03,1
STU15884,24,Male,Gujarat,2,1,Computer Science,BTech,8.1,0
STU15885,23,Male,Maharashtra,3,3,Computer Science,MCA,6.31,0
STU15886,21,Male,Karnataka,3,1,Computer Science,BTech,8.16,0
STU15887,21,Other,Delhi,1,2,Civil,MCA,6.75,0
STU15888,23,Female,Gujarat,2,3,Civil,BE,7.31,1
STU15889,21,Male,Uttar Pradesh,1,1,Mechanical,BTech,7.45,0
STU15890,24,Male,Delhi,1,2,Civil,BTech,8.27,0
STU15891,24,Female,Maharashtra,2,3,Electronics,BTech,8.02,1
STU15892,24,Male,Telangana,2,3,Mechanical,MCA,6.24,3
STU15893,25,Female,Uttar Pradesh,2,3,AI & DS,BE,7.36,0
STU15894,25,Male,Uttar Pradesh,2,3,Civil,BE,5.97,0
STU15895,21,Female,Karnataka,2,3,AI & DS,BTech,7.64,0
STU15896,24,Male,Maharashtra,2,2,Civil,MCA,7.95,0
STU15897,22,Female,Delhi,1,3,AI & DS,BTech,7.06,0
STU15898,20,Male,Karnataka,2,2,Electronics,BTech,7.82,0
STU15899,21,Male,Maharashtra,2,3,Electronics,BTech,5.8,1
STU15900,23,Female,Uttar Pradesh,2,2,Electronics,BE,8.6,0
STU15901,20,Female,Gujarat,2,2,Computer Science,BTech,6.1,1
STU15902,24,Female,Gujarat,3,3,AI & DS,MCA,6.32,1
STU15903,23,Female,Maharashtra,1,2,AI & DS,MCA,7.59,2
STU15904,23,Female,West Bengal,2,3,AI & DS,BTech,7.42,0
STU15905,24,Male,Gujarat,3,3,Computer Science,BE,7.71,0
STU15906,23,Female,Tamil Nadu,2,1,Mechanical,BE,8.12,1
STU15907,22,Female,Tamil Nadu,3,2,Computer Science,BE,7.57,2
STU15908,25,Female,Maharashtra,2,3,Electronics,BTech,7.95,0
STU15909,20,Male,West Bengal,2,2,AI & DS,MCA,8.88,0
STU15910,21,Female,Maharashtra,1,3,Information Technology,MCA,7.33,0
STU15911,24,Female,Delhi,3,3,Civil,BTech,7.05,0
STU15912,25,Female,Karnataka,2,3,Information Technology,MCA,8.48,2
STU15913,24,Female,Karnataka,2,3,Mechanical,BTech,7.06,0
STU15914,22,Male,Telangana,3,3,Mechanical,BTech,6.91,0
STU15915,21,Female,Gujarat,2,3,Computer Science,BTech,6.51,0
STU15916,23,Female,Karnataka,2,2,Mechanical,MCA,8.01,0
STU15917,24,Female,Uttar Pradesh,3,3,Computer Science,BTech,8.61,2
STU15918,20,Female,West Bengal,2,3,Mechanical,MCA,7.23,1
STU15919,20,Female,Tamil Nadu,3,2,Electronics,MCA,8.28,0
STU15920,24,Female,West Bengal,3,2,Computer Science,BE,6.82,0
STU15921,20,Male,Uttar Pradesh,3,3,Civil,MCA,6.53,0
STU15922,22,Female,Karnataka,3,3,Computer Science,BE,6.98,0
STU15923,21,Female,Gujarat,3,3,Computer Science,BE,5.96,0
STU15924,20,Male,Karnataka,3,2,Civil,BE,6.12,1
STU15925,23,Female,Tamil Nadu,1,3,AI & DS,BE,6.77,0
STU15926,23,Male,West Bengal,2,3,Civil,BE,8.64,0
STU15927,23,Male,Gujarat,2,3,Computer Science,BTech,8.49,1
STU15928,22,Male,Karnataka,2,3,Computer Science,BE,6.73,1
STU15929,23,Male,Telangana,3,2,Information Technology,BE,6.58,1
STU15930,20,Female,Uttar Pradesh,1,3,AI & DS,MCA,7.94,0
STU15931,23,Male,Uttar Pradesh,3,2,Civil,MCA,7.34,1
STU15932,23,Female,Tamil Nadu,3,2,Civil,BTech,7.68,0
STU15933,22,Female,Karnataka,2,1,Information Technology,BE,7.39,1
STU15934,24,Male,Maharashtra,2,1,Electronics,MCA,8.32,0
STU15935,22,Male,Delhi,1,2,Electronics,BTech,8.17,0
STU15936,22,Male,Karnataka,1,3,Computer Science,BE,6.75,0
STU15937,22,Male,West Bengal,2,2,Computer Science,BTech,7.36,0
STU15938,20,Female,West Bengal,1,1,Civil,BE,8.46,0
STU15939,22,Male,Tamil Nadu,2,3,Electronics,BE,7.89,0
STU15940,24,Male,Gujarat,3,3,Information Technology,BTech,7.8,0
STU15941,23,Female,Maharashtra,3,1,Information Technology,BTech,7.93,1
STU15942,25,Male,Telangana,2,2,Electronics,BTech,7.85,0
STU15943,25,Male,Karnataka,1,2,Information Technology,BTech,6.28,0
STU15944,20,Male,West Bengal,2,2,Information Technology,MCA,7.66,0
STU15945,21,Male,Karnataka,3,1,Civil,BE,7.72,0
STU15946,24,Male,West Bengal,2,2,Information Technology,BE,7.94,0
STU15947,20,Male,Gujarat,3,2,Civil,BE,6.57,0
STU15948,20,Female,Maharashtra,2,3,Mechanical,MCA,8.92,0
STU15949,22,Male,West Bengal,2,1,Computer Science,BTech,9.57,0
STU15950,20,Other,Uttar Pradesh,2,3,AI & DS,MCA,6.82,0
STU15951,20,Male,Telangana,1,1,Electronics,MCA,7.37,0
STU15952,22,Male,Telangana,3,2,Mechanical,MCA,7.22,0
STU15953,25,Female,Telangana,2,2,Civil,BTech,7.14,0
STU15954,23,Female,West Bengal,2,2,AI & DS,BTech,7.16,0
STU15955,22,Female,Delhi,1,2,AI & DS,BTech,8.52,0
STU15956,22,Male,Tamil Nadu,3,3,AI & DS,BTech,6.64,0
STU15957,21,Male,Telangana,2,3,Civil,BTech,7.91,2
STU15958,22,Male,Delhi,1,3,Information Technology,MCA,7.46,2
STU15959,22,Female,Delhi,2,2,Electronics,BE,6.38,0
STU15960,22,Female,Karnataka,2,3,AI & DS,BTech,7.48,0
STU15961,23,Female,Telangana,1,2,AI & DS,BTech,8.58,0
STU15962,22,Male,Tamil Nadu,3,2,Mechanical,BTech,7.22,0
STU15963,20,Female,Telangana,1,1,Civil,MCA,8.79,0
STU15964,23,Female,Uttar Pradesh,3,3,Computer Science,BE,6.7,2
STU15965,21,Male,Gujarat,3,2,Civil,MCA,7.75,0
STU15966,25,Male,Uttar Pradesh,3,2,AI & DS,BE,6.97,0
STU15967,24,Other,Delhi,3,2,Civil,MCA,8.01,0
STU15968,23,Male,Uttar Pradesh,1,3,Civil,BE,7.35,0
STU15969,24,Female,West Bengal,3,2,Computer Science,MCA,7.24,0
STU15970,23,Female,Karnataka,2,3,AI & DS,BE,6.29,1
STU15971,20,Female,Uttar Pradesh,2,3,Mechanical,BTech,6.7,1
STU15972,22,Male,Maharashtra,2,3,AI & DS,MCA,7.38,0
STU15973,20,Female,West Bengal,3,1,Computer Science,BTech,7.36,0
STU15974,21,Female,Telangana,3,1,Computer Science,BTech,6.62,1
